rust-base64; benchmarks; decode_large_input/decode_stream/31457280; 3040975736
httparse; parse; req/req; 83921
httparse; parse; req_short/req_short; 16319
httparse; parse; resp/resp; 84923
httparse; parse; resp_short/resp_short; 15054
rust-hex; hex; tuple/hex_encode; 8677761
rust-hex; hex; tuple/rustc_hex_encode; 8139170
rust-hex; hex; tuple/faster_hex_encode; 877385
rust-hex; hex; tuple/faster_hex_encode_fallback; 4369692
rust-hex; hex; tuple/hex_decode; 14794539
rust-hex; hex; tuple/rustc_hex_decode; 14062371
rust-hex; hex; tuple/faster_hex_decode; 3461474
rust-hex; hex; tuple/faster_hex_decode_unchecked; 2006990
rust-hex; hex; tuple/faster_hex_decode_fallback; 4024271
adler; bench; simple-100b/zeroes-100; 56049
adler; bench; simple-100b/ones-100; 56049
adler; bench; simple-1k/zeroes-1k; 537684
adler; bench; simple-1k/ones-1k; 537684
adler; bench; simple-1m/zeroes-1m; 546649082
adler; bench; simple-1m/ones-1m; 546649082
adler; bench; chunked-16m/5552; 8757058083
adler; bench; chunked-16m/8k; 8753211763
adler; bench; chunked-16m/64k; 8746951283
